id;char;stroke_count;first_stroke
20;刀;2 画;乛
21;力;2 画;乛
22;又;2 画;乛
23;乜;2 画;乛
24;三;3 画;一
25;干;3 画;一
26;亍;3 画;一
27;于;3 画;一
28;亏;3 画;一
29;士;3 画;一
30;土;3 画;一
31;工;3 画;一
32;才;3 画;一
33;下;3 画;一
34;寸;3 画;一
35;丈;3 画;一
36;大;3 画;一
37;兀;3 画;一
38;与;3 画;一
39;万;3 画;一
40;弋;3 画;一
41;上;3 画;丨
42;小;3 画;丨
43;口;3 画;丨
44;山;3 画;丨
45;巾;3 画;丨
46;千;3 画;丿
47;乞;3 画;丿
48;川;3 画;丿
49;亿;3 画;丿
50;彳;3 画;丿
51;个;3 画;丿
52;么;3 画;丿
53;久;3 画;丿
54;勺;3 画;丿
55;丸;3 画;丿
56;夕;3 画;丿
57;凡;3 画;丿
58;及;3 画;丿
59;广;3 画;丶
60;亡;3 画;丶
61;门;3 画;丶
62;丫;3 画;丶
63;义;3 画;丶
64;之;3 画;丶
65;尸;3 画;乛
66;已;3 画;乛
67;巳;3 画;乛
68;弓;3 画;乛
69;己;3 画;乛
70;卫;3 画;乛
71;孑;3 画;乛
72;子;3 画;乛
73;孓;3 画;乛
74;也;3 画;乛
75;女;3 画;乛
76;飞;3 画;乛
77;刃;3 画;乛
78;习;3 画;乛
79;叉;3 画;乛
80;马;3 画;乛
81;乡;3 画;乛
82;幺;3 画;乛
83;丰;4 画;一
84;王;4 画;一
85;井;4 画;一
86;开;4 画;一
87;亓;4 画;一
88;夫;4 画;一
89;天;4 画;一
90;元;4 画;一
91;无;4 画;一
92;韦;4 画;一
93;云;4 画;一
94;专;4 画;一
95;丐;4 画;一
96;扎;4 画;一
97;廿;4 画;一
98;艺;4 画;一
99;木;4 画;一
100;五;4 画;一
101;支;4 画;一
102;厅;4 画;一
103;卅;4 画;一
104;不;4 画;一
105;仄;4 画;一
106;太;4 画;一
107;犬;4 画;一
108;区;4 画;一
109;历;4 画;一
110;友;4 画;一
111;歹;4 画;一
112;尤;4 画;一
113;匹;4 画;一
114;厄;4 画;一
115;车;4 画;一
116;巨;4 画;一
117;牙;4 画;一
118;屯;4 画;一
119;戈;4 画;一
120;比;4 画;一
121;互;4 画;一
122;切;4 画;一
123;瓦;4 画;一
124;止;4 画;丨
125;少;4 画;丨
126;曰;4 画;丨
127;日;4 画;丨
128;中;4 画;丨
129;贝;4 画;丨
130;内;4 画;丨
131;水;4 画;丨
132;冈;4 画;丨
133;见;4 画;丨
134;手;4 画;丿
135;午;4 画;丿
136;牛;4 画;丿
137;毛;4 画;丿
138;气;4 画;丿
139;壬;4 画;丿
140;升;4 画;丿
141;夭;4 画;丿
142;长;4 画;丿
143;仁;4 画;丿
144;仃;4 画;丿
145;什;4 画;丿
146;片;4 画;丿
147;仆;4 画;丿
148;仉;4 画;丿
149;化;4 画;丿
150;仇;4 画;丿
151;币;4 画;丿
152;仂;4 画;丿
153;仍;4 画;丿
154;仅;4 画;丿
155;斤;4 画;丿
156;爪;4 画;丿
157;反;4 画;丿
158;兮;4 画;丿
159;刈;4 画;丿
160;介;4 画;丿
161;父;4 画;丿
162;爻;4 画;丿
163;从;4 画;丿
164;仑;4 画;丿
165;今;4 画;丿
166;凶;4 画;丿
167;分;4 画;丿
168;乏;4 画;丿
169;公;4 画;丿
170;仓;4 画;丿
171;月;4 画;丿
172;氏;4 画;丿
173;勿;4 画;丿
174;风;4 画;丿
175;欠;4 画;丿
176;丹;4 画;丿
177;匀;4 画;丿
178;乌;4 画;丿
179;勾;4 画;丿
180;殳;4 画;丿
181;凤;4 画;丿
182;卞;4 画;丶
183;六;4 画;丶
184;文;4 画;丶
185;亢;4 画;丶
186;方;4 画;丶
187;闩;4 画;丶
188;火;4 画;丶
189;为;4 画;丶
190;斗;4 画;丶
191;忆;4 画;丶
192;计;4 画;丶
193;订;4 画;丶
194;户;4 画;丶
195;讣;4 画;丶
196;认;4 画;丶
197;讥;4 画;丶
198;冗;4 画;丶
199;心;4 画;丶
200;尹;4 画;乛
201;尺;4 画;乛
202;夬;4 画;乛
203;引;4 画;乛
204;丑;4 画;乛
205;爿;4 画;乛
206;巴;4 画;乛
207;孔;4 画;乛
208;队;4 画;乛
209;办;4 画;乛
210;以;4 画;乛
211;允;4 画;乛
212;邓;4 画;乛
213;予;4 画;乛
214;劝;4 画;乛
215;双;4 画;乛
216;书;4 画;乛
217;毋;4 画;乛
218;幻;4 画;乛
219;玉;4 画;一
220;刊;4 画;一
221;末;4 画;一
222;未;4 画;一
223;示;4 画;一
224;击;4 画;一
225;邗;4 画;一
226;戋;4 画;一
227;打;4 画;一
228;巧;4 画;一
229;正;4 画;一
230;扑;4 画;一
231;卉;4 画;一
232;扒;4 画;一
233;邛;4 画;一
234;功;4 画;一
235;扔;4 画;一
236;去;4 画;一
237;甘;4 画;一
238;世;4 画;一
239;艾;4 画;一
240;艽;4 画;一
241;古;4 画;一
242;节;4 画;一
243;艿;4 画;一
244;本;4 画;一
245;术;4 画;一
246;札;4 画;一
247;可;4 画;一
248;叵;4 画;一
249;匝;4 画;一
250;丙;4 画;一
251;左;4 画;一
252;厉;4 画;一
253;丕;4 画;一
254;石;4 画;一
255;右;4 画;一
256;布;4 画;一
257;夯;4 画;一
258;龙;4 画;一
259;戊;4 画;一
260;平;4 画;一
261;灭;4 画;一
262;轧;4 画;一
263;东;4 画;一
264;匜;4 画;一
265;劢;4 画;一
266;卡;4 画;丨
267;北;4 画;丨
268;占;4 画;丨
269;凸;4 画;丨
270;卢;4 画;丨
271;业;4 画;丨
272;旧;4 画;丨
273;帅;4 画;丨
274;归;4 画;丨
275;目;4 画;丨
276;旦;4 画;丨
277;且;4 画;丨
278;叮;4 画;丨
279;叶;4 画;丨
280;甲;4 画;丨
281;申;4 画;丨
282;号;4 画;丨
283;电;4 画;丨
284;田;4 画;丨
285;由;4 画;丨
286;卟;4 画;丨
287;叭;4 画;丨
288;只;4 画;丨
289;央;4 画;丨
290;史;4 画;丨
291;叱;4 画;丨
292;叽;4 画;丨
293;兄;4 画;丨
294;叼;4 画;丨
295;叩;4 画;丨
296;叫;4 画;丨
297;叻;4 画;丨
298;叨;4 画;丨
299;另;4 画;丨
300;叹;4 画;丨
301;冉;4 画;丨
302;皿;4 画;丨
303;凹;4 画;丨
304;囚;4 画;丨
305;四;4 画;丨
306;生;4 画;丿
307;失;4 画;丿
308;矢;4 画;丿
309;氕;4 画;丿
310;乍;4 画;丿
311;禾;4 画;丿
312;仨;4 画;丿
313;仕;4 画;丿
314;丘;4 画;丿
315;付;4 画;丿
316;仗;4 画;丿
317;代;4 画;丿
318;仙;4 画;丿
319;仟;4 画;丿
320;仡;4 画;丿
321;仫;4 画;丿
322;伋;4 画;丿
323;们;4 画;丿
324;仪;4 画;丿
325;白;4 画;丿
326;仔;4 画;丿
327;他;4 画;丿
328;仞;4 画;丿
329;斥;4 画;丿
330;卮;4 画;丿
331;瓜;4 画;丿
332;乎;4 画;丿
333;丛;4 画;丿
334;令;4 画;丿
335;用;4 画;丿
336;甩;4 画;丿
337;印;4 画;丿
338;氐;4 画;丿
339;乐;4 画;丿
340;尔;4 画;丿
341;句;4 画;丿
342;匆;4 画;丿
343;犰;4 画;丿
344;册;4 画;丿
345;卯;4 画;丿
346;犯;4 画;丿
347;外;4 画;丿
348;处;4 画;丿
349;冬;4 画;丿
350;鸟;4 画;丿
351;务;4 画;丿
352;刍;4 画;丿
353;包;4 画;丿
354;饥;4 画;丿
355;主;4 画;丶
356;市;4 画;丶
357;庀;4 画;丶
358;邝;4 画;丶
359;立;4 画;丶
360;冯;4 画;丶
361;邙;4 画;丶
362;玄;4 画;丶
363;闪;4 画;丶
364;兰;4 画;丶
365;半;4 画;丶
366;汀;4 画;丶
367;汁;4 画;丶
368;汇;4 画;丶
369;头;4 画;丶
370;汈;4 画;丶
371;汉;4 画;丶
372;忉;4 画;丶
373;宁;4 画;丶
374;穴;4 画;丶
375;宄;4 画;丶
376;它;4 画;丶
377;讦;4 画;丶
378;讧;4 画;丶
379;讨;4 画;丶
380;写;4 画;丶
381;让;4 画;丶
382;礼;4 画;丶
383;讪;4 画;丶
384;讫;4 画;丶
385;训;4 画;丶
386;必;4 画;丶
387;议;4 画;丶
388;讯;4 画;丶
389;记;4 画;丶
390;永;4 画;丶
391;司;4 画;乛
392;尻;4 画;乛
393;尼;4 画;乛
394;民;4 画;乛
395;弗;4 画;乛
396;弘;4 画;乛
397;阢;4 画;乛
398;出;4 画;乛
399;阡;4 画;乛
400;辽;4 画;乛
401;奶;4 画;乛
402;奴;4 画;乛
403;尕;4 画;乛
404;加;4 画;乛
405;召;4 画;乛
406;皮;4 画;乛
407;边;4 画;乛
408;孕;4 画;乛
409;发;4 画;乛
410;圣;4 画;乛
411;对;4 画;乛
412;弁;4 画;乛
413;台;4 画;乛
414;矛;4 画;乛
415;纠;4 画;乛
416;驭;4 画;乛
417;母;4 画;乛
418;幼;4 画;乛
419;丝;4 画;乛
420;匡;6 画;一
421;耒;6 画;一
422;邦;6 画;一
423;玎;6 画;一
424;玑;6 画;一
425;式;6 画;一
426;迂;6 画;一
427;刑;6 画;一
428;邢;6 画;一
429;戎;6 画;一
430;动;6 画;一
431;圩;6 画;一
432;圬;6 画;一
433;圭;6 画;一
434;扛;6 画;一
435;寺;6 画;一
436;吉;6 画;一
437;扣;6 画;一
438;扦;6 画;一
439;圪;6 画;一
440;考;6 画;一
441;托;6 画;一
442;圳;6 画;一
443;老;6 画;一
444;圾;6 画;一
445;巩;6 画;一
446;执;6 画;一
447;扩;6 画;一
448;圹;6 画;一
449;扪;6 画;一
450;扫;6 画;一
451;圯;6 画;一
452;圮;6 画;一
453;地;6 画;一
454;扬;6 画;一
455;场;6 画;一
456;耳;6 画;一
457;芋;6 画;一
458;芏;6 画;一
459;共;6 画;一
460;芊;6 画;一
461;芍;6 画;一
462;芨;6 画;一
463;芄;6 画;一
464;芒;6 画;一
465;亚;6 画;一
466;芝;6 画;一
467;芎;6 画;一
468;芑;6 画;一
469;芗;6 画;一
470;朽;6 画;一
471;朴;6 画;一
472;机;6 画;一
473;权;6 画;一
474;过;6 画;一
475;亘;6 画;一
476;臣;6 画;一
477;吏;6 画;一
478;再;6 画;一
479;协;6 画;一
480;西;6 画;一
481;压;6 画;一
482;厌;6 画;一
483;厍;6 画;一
484;戌;6 画;一
485;在;6 画;一
486;百;6 画;一
487;有;6 画;一
488;存;6 画;一
489;而;6 画;一
490;页;6 画;一
491;匠;6 画;一
492;夸;6 画;一
493;夺;6 画;一
494;夼;6 画;一
495;灰;6 画;一
496;达;6 画;一
497;戍;6 画;一
498;尥;6 画;一
499;列;6 画;一
500;死;6 画;一
501;成;6 画;一
502;夹;6 画;一
503;夷;6 画;一
504;轨;6 画;一
505;邪;6 画;一
506;尧;6 画;一
507;划;6 画;一
508;迈;6 画;一
509;毕;6 画;一
510;至;6 画;一
511;此;6 画;丨
512;乩;6 画;丨
513;贞;6 画;丨
514;师;6 画;丨
515;尘;6 画;丨
516;尖;6 画;丨
1;一;1 画;一
2;乙;1 画;乛
3;二;2 画;一
4;十;2 画;一
5;丁;2 画;一
6;厂;2 画;一
7;七;2 画;一
8;卜;2 画;丨
9;八;2 画;丿
10;人;2 画;丿
11;入;2 画;丿
12;乂;2 画;丿
13;儿;2 画;丿
14;九;2 画;丿
15;匕;2 画;丿
16;几;2 画;丿
17;刁;2 画;乛
18;了;2 画;乛
19;乃;2 画;乛
517;劣;6 画;丨
518;光;6 画;丨
519;当;6 画;丨
520;吁;6 画;丨
521;早;6 画;丨
522;吐;6 画;丨
523;吓;6 画;丨
524;旯;6 画;丨
525;曳;6 画;丨
526;虫;6 画;丨
527;曲;6 画;丨
528;团;6 画;丨
529;同;6 画;丨
530;吕;6 画;丨
531;吊;6 画;丨
532;吃;6 画;丨
533;因;6 画;丨
534;吸;6 画;丨
535;吗;6 画;丨
536;吆;6 画;丨
537;屿;6 画;丨
538;屹;6 画;丨
539;岌;6 画;丨
540;帆;6 画;丨
541;岁;6 画;丨
542;回;6 画;丨
543;岂;6 画;丨
544;屺;6 画;丨
545;则;6 画;丨
546;刚;6 画;丨
547;网;6 画;丨
548;肉;6 画;丨
549;凼;6 画;丨
550;囝;6 画;丨
551;囡;6 画;丨
552;钆;6 画;丿
553;钇;6 画;丿
554;年;6 画;丿
555;朱;6 画;丿
556;缶;6 画;丿
557;氘;6 画;丿
558;氖;6 画;丿
559;牝;6 画;丿
560;先;6 画;丿
561;丢;6 画;丿
562;廷;6 画;丿
563;舌;6 画;丿
564;竹;6 画;丿
565;迁;6 画;丿
566;乔;6 画;丿
567;迄;6 画;丿
568;伟;6 画;丿
569;传;6 画;丿
570;乒;6 画;丿
571;乓;6 画;丿
572;休;6 画;丿
573;伍;6 画;丿
574;伎;6 画;丿
575;伏;6 画;丿
576;伛;6 画;丿
577;优;6 画;丿
578;臼;6 画;丿
579;伢;6 画;丿
580;伐;6 画;丿
581;仳;6 画;丿
582;延;6 画;丿
583;佤;6 画;丿
584;仲;6 画;丿
585;仵;6 画;丿
586;件;6 画;丿
587;任;6 画;丿
588;伤;6 画;丿
589;伥;6 画;丿
590;价;6 画;丿
591;伦;6 画;丿
592;份;6 画;丿
593;伧;6 画;丿
594;华;6 画;丿
595;仰;6 画;丿
596;伉;6 画;丿
597;仿;6 画;丿
598;伙;6 画;丿
599;伪;6 画;丿
600;伫;6 画;丿
601;自;6 画;丿
602;伊;6 画;丿
603;血;6 画;丿
604;向;6 画;丿
605;囟;6 画;丿
606;似;6 画;丿
607;后;6 画;丿
608;行;6 画;丿
609;甪;6 画;丿
610;舟;6 画;丿
611;全;6 画;丿
612;会;6 画;丿
613;杀;6 画;丿
614;合;6 画;丿
615;兆;6 画;丿
616;企;6 画;丿
617;汆;6 画;丿
618;氽;6 画;丿
619;众;6 画;丿
620;爷;6 画;丿
621;伞;6 画;丿
622;创;6 画;丿
623;刖;6 画;丿
624;肌;6 画;丿
625;肋;6 画;丿
626;朵;6 画;丿
627;杂;6 画;丿
628;夙;6 画;丿
629;危;6 画;丿
630;旬;6 画;丿
631;旭;6 画;丿
632;旮;6 画;丿
633;旨;6 画;丿
634;负;6 画;丿
635;犴;6 画;丿
636;刎;6 画;丿
637;犷;6 画;丿
638;匈;6 画;丿
639;犸;6 画;丿
640;舛;6 画;丿
641;各;6 画;丿
642;名;6 画;丿
643;多;6 画;丿
644;凫;6 画;丿
645;争;6 画;丿
646;邬;6 画;丿
647;色;6 画;丿
648;饧;6 画;丿
649;冱;6 画;丶
650;壮;6 画;丶
651;冲;6 画;丶
652;妆;6 画;丶
653;冰;6 画;丶
654;庄;6 画;丶
655;庆;6 画;丶
656;亦;6 画;丶
657;刘;6 画;丶
658;齐;6 画;丶
659;交;6 画;丶
660;次;6 画;丶
661;衣;6 画;丶
662;产;6 画;丶
663;决;6 画;丶
664;亥;6 画;丶
665;邡;6 画;丶
666;充;6 画;丶
667;妄;6 画;丶
668;闭;6 画;丶
669;问;6 画;丶
670;闯;6 画;丶
671;羊;6 画;丶
672;并;6 画;丶
673;关;6 画;丶
674;米;6 画;丶
675;灯;6 画;丶
676;州;6 画;丶
677;汗;6 画;丶
678;污;6 画;丶
679;江;6 画;丶
680;汕;6 画;丶
681;汔;6 画;丶
682;汲;6 画;丶
683;汐;6 画;丶
684;汛;6 画;丶
685;汜;6 画;丶
686;池;6 画;丶
687;汝;6 画;丶
688;汤;6 画;丶
689;汊;6 画;丶
690;忖;6 画;丶
691;忏;6 画;丶
692;忙;6 画;丶
693;兴;6 画;丶
694;宇;6 画;丶
695;守;6 画;丶
696;宅;6 画;丶
697;字;6 画;丶
698;安;6 画;丶
699;讲;6 画;丶
700;讳;6 画;丶
701;讴;6 画;丶
702;军;6 画;丶
703;讵;6 画;丶
704;讶;6 画;丶
705;祁;6 画;丶
706;讷;6 画;丶
707;许;6 画;丶
708;讹;6 画;丶
709;论;6 画;丶
710;讼;6 画;丶
711;农;6 画;丶
712;讽;6 画;丶
713;设;6 画;丶
714;访;6 画;丶
715;诀;6 画;丶
716;聿;6 画;乛
717;寻;6 画;乛
718;那;6 画;乛
719;艮;6 画;乛
720;厾;6 画;乛
721;迅;6 画;乛
722;尽;6 画;乛
723;导;6 画;乛
724;异;6 画;乛
725;弛;6 画;乛
726;阱;6 画;乛
727;阮;6 画;乛
728;孙;6 画;乛
729;阵;6 画;乛
730;阳;6 画;乛
731;收;6 画;乛
732;阪;6 画;乛
733;阶;6 画;乛
734;阴;6 画;乛
735;防;6 画;乛
736;丞;6 画;乛
737;奸;6 画;乛
738;如;6 画;乛
739;妁;6 画;乛
740;妇;6 画;乛
741;妃;6 画;乛
742;好;6 画;乛
743;她;6 画;乛
744;妈;6 画;乛
745;戏;6 画;乛
746;羽;6 画;乛
747;观;6 画;乛
748;牟;6 画;乛
749;欢;6 画;乛
750;买;6 画;乛
751;纡;6 画;乛
752;红;6 画;乛
753;纣;6 画;乛
754;驮;6 画;乛
755;纤;6 画;乛
756;纥;6 画;乛
757;驯;6 画;乛
758;纨;6 画;乛
759;约;6 画;乛
760;级;6 画;乛
761;纩;6 画;乛
762;纪;6 画;乛
763;驰;6 画;乛
764;纫;6 画;乛
765;巡;6 画;乛
766;寿;7 画;一
767;玕;7 画;一
768;弄;7 画;一
769;玙;7 画;一
770;麦;7 画;一
771;玖;7 画;一
772;玚;7 画;一
773;玛;7 画;一
774;形;7 画;一
775;进;7 画;一
776;戒;7 画;一
777;吞;7 画;一
778;远;7 画;一
779;违;7 画;一
780;韧;7 画;一
781;运;7 画;一
782;扶;7 画;一
783;抚;7 画;一
784;坛;7 画;一
785;抟;7 画;一
786;技;7 画;一
787;坏;7 画;一
788;抔;7 画;一
789;抠;7 画;一
790;坜;7 画;一
791;扰;7 画;一
792;扼;7 画;一
793;拒;7 画;一
794;找;7 画;一
795;批;7 画;一
796;扯;7 画;一
797;址;7 画;一
798;走;7 画;一
799;抄;7 画;一
800;汞;7 画;一
801;坝;7 画;一
802;贡;7 画;一
803;攻;7 画;一
804;赤;7 画;一
805;圻;7 画;一
806;折;7 画;一
807;抓;7 画;一
808;扳;7 画;一
809;坂;7 画;一
810;抡;7 画;一
811;扮;7 画;一
812;抢;7 画;一
813;扺;7 画;一
814;孝;7 画;一
815;坎;7 画;一
816;坍;7 画;一
817;均;7 画;一
818;坞;7 画;一
819;抑;7 画;一
820;抛;7 画;一
821;投;7 画;一
822;抃;7 画;一
823;坟;7 画;一
824;坑;7 画;一
825;抗;7 画;一
826;坊;7 画;一
827;抖;7 画;一
828;护;7 画;一
829;壳;7 画;一
830;志;7 画;一
831;扭;7 画;一
832;块;7 画;一
833;抉;7 画;一
834;声;7 画;一
835;把;7 画;一
836;报;7 画;一
837;拟;7 画;一
838;抒;7 画;一
839;却;7 画;一
840;劫;7 画;一
841;毐;7 画;一
842;芙;7 画;一
843;芫;7 画;一
844;芜;7 画;一
845;苇;7 画;一
846;邯;7 画;一
847;芸;7 画;一
848;芾;7 画;一
849;芰;7 画;一
850;苈;7 画;一
851;苊;7 画;一
852;苣;7 画;一
853;芽;7 画;一
854;芷;7 画;一
855;芮;7 画;一
856;苋;7 画;一
857;芼;7 画;一
858;苌;7 画;一
859;花;7 画;一
860;芹;7 画;一
861;芥;7 画;一
862;苁;7 画;一
863;芩;7 画;一
864;芬;7 画;一
865;苍;7 画;一
866;芪;7 画;一
867;芴;7 画;一
868;芡;7 画;一
869;芟;7 画;一
870;苄;7 画;一
871;芳;7 画;一
872;严;7 画;一
873;苎;7 画;一
874;芦;7 画;一
875;芯;7 画;一
876;劳;7 画;一
877;克;7 画;一
878;芭;7 画;一
879;苏;7 画;一
880;苡;7 画;一
881;杆;7 画;一
882;杜;7 画;一
883;杠;7 画;一
884;材;7 画;一
885;村;7 画;一
886;杖;7 画;一
887;杌;7 画;一
888;杏;7 画;一
889;杉;7 画;一
890;巫;7 画;一
891;杓;7 画;一
892;极;7 画;一
893;杧;7 画;一
894;杞;7 画;一
895;李;7 画;一
896;杨;7 画;一
897;杈;7 画;一
898;求;7 画;一
899;忑;7 画;一
900;孛;7 画;一
901;甫;7 画;一
902;匣;7 画;一
903;更;7 画;一
904;束;7 画;一
905;吾;7 画;一
906;豆;7 画;一
907;两;7 画;一
908;邴;7 画;一
909;酉;7 画;一
910;丽;7 画;一
911;医;7 画;一
912;辰;7 画;一
913;励;7 画;一
914;邳;7 画;一
915;否;7 画;一
916;还;7 画;一
917;矶;7 画;一
918;奁;7 画;一
919;豕;7 画;一
920;尬;7 画;一
921;歼;7 画;一
922;来;7 画;一
923;忒;7 画;一
924;连;7 画;一
925;欤;7 画;一
926;轩;7 画;一
927;轪;7 画;一
928;轫;7 画;一
929;迓;7 画;一
930;邶;7 画;丨
931;忐;7 画;丨
932;芈;7 画;丨
933;步;7 画;丨
934;卤;7 画;丨
935;卣;7 画;丨
936;邺;7 画;丨
937;坚;7 画;丨
938;肖;7 画;丨
939;旰;7 画;丨
940;旱;7 画;丨
941;盯;7 画;丨
942;呈;7 画;丨
943;时;7 画;丨
944;吴;7 画;丨
945;呋;7 画;丨
946;助;7 画;丨
947;县;7 画;丨
948;里;7 画;丨
949;呓;7 画;丨
950;呆;7 画;丨
951;吱;7 画;丨
952;吠;7 画;丨
953;呔;7 画;丨
954;呕;7 画;丨
955;园;7 画;丨
956;呖;7 画;丨
957;呃;7 画;丨
958;旷;7 画;丨
959;围;7 画;丨
960;呀;7 画;丨
961;吨;7 画;丨
962;旸;7 画;丨
963;吡;7 画;丨
964;町;7 画;丨
965;足;7 画;丨
966;虬;7 画;丨
967;邮;7 画;丨
968;男;7 画;丨
969;困;7 画;丨
970;吵;7 画;丨
971;串;7 画;丨
972;呙;7 画;丨
973;呐;7 画;丨
974;呗;7 画;丨
975;员;7 画;丨
976;听;7 画;丨
977;吟;7 画;丨
978;吩;7 画;丨
979;呛;7 画;丨
980;吻;7 画;丨
981;吹;7 画;丨
982;呜;7 画;丨
983;吭;7 画;丨
984;吣;7 画;丨
985;吲;7 画;丨
986;吼;7 画;丨
987;邑;7 画;丨
988;吧;7 画;丨
989;囤;7 画;丨
990;别;7 画;丨
991;吮;7 画;丨
992;岍;7 画;丨
993;帏;7 画;丨
994;岐;7 画;丨
995;岖;7 画;丨
996;岈;7 画;丨
997;岗;7 画;丨
998;岘;7 画;丨
999;帐;7 画;丨
1000;岑;7 画;丨
1001;岚;7 画;丨
1002;兕;7 画;丨
1003;财;7 画;丨
1004;囵;7 画;丨
1005;囫;7 画;丨
1006;钉;7 画;丿
1007;针;7 画;丿
1008;钊;7 画;丿
1009;钋;7 画;丿
1010;钌;7 画;丿
1011;迕;7 画;丿
1012;氙;7 画;丿
1013;氚;7 画;丿
1014;牡;7 画;丿
1015;告;7 画;丿
1016;我;7 画;丿
1017;乱;7 画;丿
1018;利;7 画;丿
1019;秃;7 画;丿
1020;秀;7 画;丿
1021;私;7 画;丿
1022;岙;7 画;丿
1023;每;7 画;丿
1024;佞;7 画;丿
1025;兵;7 画;丿
1026;邱;7 画;丿
1027;估;7 画;丿
1028;体;7 画;丿
1029;何;7 画;丿
1030;佐;7 画;丿
1031;伾;7 画;丿
1032;佑;7 画;丿
1033;攸;7 画;丿
1034;但;7 画;丿
1035;伸;7 画;丿
1036;佃;7 画;丿
1037;佚;7 画;丿
1038;作;7 画;丿
1039;伯;7 画;丿
1040;伶;7 画;丿
1041;佣;7 画;丿
1042;低;7 画;丿
1043;你;7 画;丿
1044;佝;7 画;丿
1045;佟;7 画;丿
1046;住;7 画;丿
1047;位;7 画;丿
1048;伴;7 画;丿
1049;佗;7 画;丿
1050;身;7 画;丿
1051;皂;7 画;丿
1052;伺;7 画;丿
1053;佛;7 画;丿
1054;伽;7 画;丿
1055;囱;7 画;丿
1056;近;7 画;丿
1057;彻;7 画;丿
1058;役;7 画;丿
1059;彷;7 画;丿
1060;返;7 画;丿
1061;佘;7 画;丿
1062;余;7 画;丿
1063;希;7 画;丿
1064;佥;7 画;丿
1065;坐;7 画;丿
1066;谷;7 画;丿
1067;孚;7 画;丿
1068;妥;7 画;丿
1069;豸;7 画;丿
1070;含;7 画;丿
1071;邻;7 画;丿
1072;坌;7 画;丿
1073;岔;7 画;丿
1074;肝;7 画;丿
1075;肟;7 画;丿
1076;肛;7 画;丿
1077;肚;7 画;丿
1078;肘;7 画;丿
1079;肠;7 画;丿
1080;邸;7 画;丿
1081;龟;7 画;丿
1082;甸;7 画;丿
1083;奂;7 画;丿
1084;免;7 画;丿
1085;劬;7 画;丿
1086;狂;7 画;丿
1087;犹;7 画;丿
1088;狈;7 画;丿
1089;狄;7 画;丿
1090;角;7 画;丿
1091;删;7 画;丿
1092;狃;7 画;丿
1093;狁;7 画;丿
1094;鸠;7 画;丿
1095;条;7 画;丿
1096;彤;7 画;丿
1097;卵;7 画;丿
1098;灸;7 画;丿
1099;岛;7 画;丿
1100;邹;7 画;丿
1101;刨;7 画;丿
1102;饨;7 画;丿
1103;迎;7 画;丿
1104;饩;7 画;丿
1105;饪;7 画;丿
1106;饫;7 画;丿
1107;饬;7 画;丿
1108;饭;7 画;丿
1109;饮;7 画;丿
1110;系;7 画;丿
1111;言;7 画;丶
1112;冻;7 画;丶
1113;状;7 画;丶
1114;亩;7 画;丶
1115;况;7 画;丶
1116;亨;7 画;丶
1117;庑;7 画;丶
1118;床;7 画;丶
1119;庋;7 画;丶
1120;库;7 画;丶
1121;庇;7 画;丶
1122;疔;7 画;丶
1123;疖;7 画;丶
1124;疗;7 画;丶
1125;吝;7 画;丶
1126;应;7 画;丶
1127;冷;7 画;丶
1128;这;7 画;丶
1129;庐;7 画;丶
1130;序;7 画;丶
1131;辛;7 画;丶
1132;肓;7 画;丶
1133;弃;7 画;丶
1134;冶;7 画;丶
1135;忘;7 画;丶
1136;闰;7 画;丶
1137;闱;7 画;丶
1138;闲;7 画;丶
1139;闳;7 画;丶
1140;间;7 画;丶
1141;闵;7 画;丶
1142;闶;7 画;丶
1143;闷;7 画;丶
1144;羌;7 画;丶
1145;判;7 画;丶
1146;兑;7 画;丶
1147;灶;7 画;丶
1148;灿;7 画;丶
1149;灼;7 画;丶
1150;炀;7 画;丶
1151;弟;7 画;丶
1152;沣;7 画;丶
1153;汪;7 画;丶
1154;沅;7 画;丶
1155;沄;7 画;丶
1156;沐;7 画;丶
1157;沛;7 画;丶
1158;沔;7 画;丶
1159;汰;7 画;丶
1160;沤;7 画;丶
1161;沥;7 画;丶
1162;沌;7 画;丶
1163;沘;7 画;丶
1164;沏;7 画;丶
1165;沚;7 画;丶
1166;沙;7 画;丶
1167;汩;7 画;丶
1168;汨;7 画;丶
1169;汭;7 画;丶
1170;汽;7 画;丶
1171;沃;7 画;丶
1172;沂;7 画;丶
1173;沦;7 画;丶
1174;汹;7 画;丶
1175;汾;7 画;丶
1176;泛;7 画;丶
1177;沧;7 画;丶
1178;沨;7 画;丶
1179;沟;7 画;丶
1180;没;7 画;丶
1181;汴;7 画;丶
1182;汶;7 画;丶
1183;沆;7 画;丶
1184;沩;7 画;丶
1185;沪;7 画;丶
1186;沈;7 画;丶
1187;沉;7 画;丶
1188;沁;7 画;丶
1189;泐;7 画;丶
1190;怃;7 画;丶
1191;忮;7 画;丶
1192;怀;7 画;丶
1193;怄;7 画;丶
1194;忧;7 画;丶
1195;忡;7 画;丶
1196;忤;7 画;丶
1197;忾;7 画;丶
1198;怅;7 画;丶
1199;忻;7 画;丶
1200;忪;7 画;丶
1201;怆;7 画;丶
1202;忭;7 画;丶
1203;忱;7 画;丶
1204;快;7 画;丶
1205;忸;7 画;丶
1206;完;7 画;丶
1207;宋;7 画;丶
1208;宏;7 画;丶
1209;牢;7 画;丶
